UMLS CUI [1],UMLS subject label,UMLS Predicate [2],UMLS CUI,UMLS object label,Confidence
C0027707,"Nephritis, Interstitial",ISA,C0027697,Nephritis,1.00
C0027697,Nephritis,ISA,C0022658,Kidney Diseases,1.00
C0155295,Partial optic atrophy,ISA,C0029124,Optic Atrophy,1.00
C2931187,Nephropathic cystinosis,ISA,C0085078,Lysosomal Storage Diseases,1.00
C0036363,Schizotypal Personality Disorder,ISA,C0029707,Other personality disorders,1.00
C0029707,Other personality disorders,ISA,C0004936,Mental disorders,1.00
C0155640,"Acute myocardial infarction of inferoposterior wall, episode of care unspecified",ISA,C0155626,Acute myocardial infarction,1.00
C0155636,"Acute myocardial infarction, of inferolateral wall, episode of care unspecified",ISA,C0155626,Acute myocardial infarction,1.00
C0155627,Acute myocardial infarction of anterolateral wall,ISA,C0155626,Acute myocardial infarction,1.00
C0002395,Alzheimer's Disease,ISA,C0949664,Tauopathies,1.00
C0949664,Tauopathies,ISA,C1285162,Degenerative disorder,1.00
C0940607,Colon Lipoma,ISA,C1333114,lipoma of large intestine,1.00
C1333114,lipoma of large intestine,ISA,C0021841,Intestinal Neoplasms,1.00
C1333092,Colon Leiomyoma,ISA,C1333113,Colorectal Leiomyoma,1.00
C1333113,Colorectal Leiomyoma,ISA,C0021841,Intestinal Neoplasms,1.00
C1333094,Colon Lymphangioma,ISA,C0009375,Colonic Neoplasms,1.00
C0009375,Colonic Neoplasms,ISA,C0021841,Intestinal Neoplasms,1.00
C0154944,Residual stage of open angle glaucoma,ISA,C0017612,"Glaucoma, Open-Angle",1.00
C0017612,"Glaucoma, Open-Angle",ISA,C0017601,Glaucoma,1.00
C1334673,Mediastinal Neuroblastoma,ISA,C1334672,Mediastinal Neural Neoplasm,1.00
C1334672,Mediastinal Neural Neoplasm,ISA,C0153504,Malignant tumor of mediastinum,1.00
C1334653,ganglioneuroblastoma of mediastinum,ISA,C1334672,Mediastinal Neural Neoplasm,1.00
C0017601,Glaucoma,ISA,C0035304,Retinal Degeneration,1.00
C0152243,Galactocele,ISA,C0006144,Breast Cyst,1.00
C0020565,Hypertrophy of Breast,ISA,C0006145,Breast Diseases,1.00
C0024894,Mastitis,ISA,C0006145,Breast Diseases,1.00
C0156321,Fat necrosis of breast,ISA,C0006145,Breast Diseases,1.00
C0154774,Chronic endophthalmitis,ISA,C0259800,Purulent endophthalmitis,1.00
C0259800,Purulent endophthalmitis,ISA,C0014236,Endophthalmitis,1.00
C0030424,Paragonimiasis,ISA,C0018889,Helminthiasis,1.00
C0339573,"Glaucoma, Primary Open Angle",ISA,C0017612,"Glaucoma, Open-Angle",1.00
C0017536,Giardiasis,ISA,C0033740,Protozoan Infections,1.00
C0154138,Toxic diffuse goiter without mention of thyrotoxic crisis or storm,ISA,C0020550,Hyperthyroidism,1.00
C0020550,Hyperthyroidism,ISA,C0040128,Thyroid Diseases,1.00
C0155616,Secondary hypertension,ISA,C0020538,Hypertensive disease,1.00
C0035078,Kidney Failure,ISA,C0022658,Kidney Diseases,1.00
C0022658,Kidney Diseases,ISA,C1335051,Non-Neoplastic Urinary System Disorder,1.00
C0007788,Cerebral lipidosis,ISA,C0154671,Degenerative brain disorder,1.00
C0346866,Malignant neoplasm of broad ligament,ISA,C0153584,Malignant neoplasm of uterine adnexa,1.00
C0153584,Malignant neoplasm of uterine adnexa,ISA,C0153567,Uterine Cancer,1.00
C0152271,Subacute lymphoid leukemia,ISA,C0023448,Lymphoid leukemia,1.00
C0029882,Otitis Media,ISA,C0271428,Disorder of middle ear,1.00
C0271428,Disorder of middle ear,ISA,C0013447,Ear Diseases,1.00
C0155450,Chronic petrositis,ISA,C0158381,Chronic osteomyelitis involving shoulder region,1.00
C0085697,Chronic pyelonephritis,ISA,C0034186,Pyelonephritis,1.00
C0034186,Pyelonephritis,ISA,C0034183,Pyelitis,1.00
C0020541,"Hypertension, Portal",ISA,C0400923,Vascular disorder of liver,1.00
C0400923,Vascular disorder of liver,ISA,C0752130,Spinal Cord Ischemia,1.00
C0034155,"Purpura, Thrombotic Thrombocytopenic",ISA,C0398623,Thrombophilia,1.00
C0398623,Thrombophilia,ISA,C0005779,Blood Coagulation Disorders,1.00
C0282312,Bubonic Plague,ISA,C0032064,Plague,1.00
C0155689,Isolated (Fiedler's) myocarditis,ISA,C0155686,Acute myocarditis,1.00
C0155686,Acute myocarditis,ISA,C0027059,Myocarditis,1.00
C0155690,Septic myocarditis,ISA,C0155686,Acute myocarditis,1.00
C0152264,Familial erythrocytosis,ISA,C0032461,Polycythemia,1.00
C0032461,Polycythemia,ISA,C0005956,Bone Marrow Diseases,1.00
C0025469,Mesenteric Lymphadenitis,ISA,C0157705,Acute lymphadenitis,1.00
C0157705,Acute lymphadenitis,ISA,C0272394,Disorder of lymph node,1.00
C0025637,Methemoglobinemia,ISA,C0019045,Hemoglobinopathies,1.00
C0019045,Hemoglobinopathies,ISA,C0002881,"Anemia, Hemolytic, Congenital",1.00
C0025322,Premature Menopause,ISA,C0029697,Other ovarian failure,1.00
C0029697,Other ovarian failure,ISA,C0029928,Ovarian Diseases,1.00
C0036850,Setariasis,ISA,C0016085,Filariasis,1.00
C0016085,Filariasis,ISA,C0018889,Helminthiasis,1.00
C0008683,Chronic frontal sinusitis,ISA,C0016735,Frontal Sinusitis,1.00
C0016735,Frontal Sinusitis,ISA,C0149512,Acute sinusitis,1.00
C0008698,Chronic maxillary sinusitis,ISA,C0024959,Maxillary Sinusitis,1.00
C0024959,Maxillary Sinusitis,ISA,C0149512,Acute sinusitis,1.00
C0008712,Chronic sphenoidal sinusitis,ISA,C0037886,Sphenoid Sinusitis,1.00
C0037886,Sphenoid Sinusitis,ISA,C0149512,Acute sinusitis,1.00
C0153193,Acute gonococcal epididymo-orchitis,ISA,C0149881,Epididymo-orchitis,1.00
C0149881,Epididymo-orchitis,ISA,C0014534,Epididymitis,1.00
C0038358,Gastric ulcer,ISA,C0030920,Peptic Ulcer,1.00
C0030920,Peptic Ulcer,ISA,C0012242,Digestive System Disorders,1.00
C0024759,Mansonelliasis,ISA,C0016085,Filariasis,1.00
C0158321,Tibialis tendinitis,ISA,C0039503,Tendinitis,1.00
C1334923,olfactory neuroblastoma of nasal cavity,ISA,C0728864,Malignant neoplasm of nasal cavity,1.00
C1334921,Nasal Cavity Lymphoma,ISA,C0728864,Malignant neoplasm of nasal cavity,1.00
C0278804,Adenocarcinoma of duodenum,ISA,C0541912,Duodenal Cancer,1.00
C0012602,Dirofilariasis,ISA,C0016085,Filariasis,1.00
C0024588,Malignant essential hypertension,ISA,C0085580,Essential Hypertension,1.00
C0085580,Essential Hypertension,ISA,C0020538,Hypertensive disease,1.00
C0020540,Malignant Hypertension,ISA,C0020538,Hypertensive disease,1.00
C0156315,Chylocele of tunica vaginalis,ISA,C0017412,"Genital Diseases, Male",1.00
C0017412,"Genital Diseases, Male",ISA,C1335037,Non-Neoplastic Reproductive System Disorder,1.00
C0153065,"Encephalomyelitis, Eastern Equine",ISA,C0042769,Virus Diseases,1.00
C0153066,Murray valley encephalitis,ISA,C0042769,Virus Diseases,1.00
C0153064,"Encephalomyelitis, Western Equine",ISA,C0042769,Virus Diseases,1.00
C0014057,Japanese Encephalitis,ISA,C0042769,Virus Diseases,1.00
C0014060,"Encephalitis, St. Louis",ISA,C0042769,Virus Diseases,1.00
C0267367,Angiodysplasia of intestine,ISA,C0021831,Intestinal Diseases,1.00
C0155492,Middle Ear Cholesterol Granuloma,ISA,C0029882,Otitis Media,1.00
C0152221,Paralytic strabismus,ISA,C0029831,Other specified strabismus,1.00
C0029831,Other specified strabismus,ISA,C0020490,Hyperopia,1.00
C0271370,Partial Third-Nerve Palsy,ISA,C0152221,Paralytic strabismus,1.00
C0271355,Abducens Nerve Diseases,ISA,C0151311,Cranial nerve palsies,1.00
C0151311,Cranial nerve palsies,ISA,C0010266,Cranial nerve diseases,1.00
C0271371,Total Third-Nerve Palsy,ISA,C0152221,Paralytic strabismus,1.00
C0242383,Age related macular degeneration,ISA,C0339436,Degeneration of macula and posterior pole,1.00
C0339436,Degeneration of macula and posterior pole,ISA,C0024437,Macular degeneration,1.00
C0271084,Exudative age-related macular degeneration,ISA,C0339436,Degeneration of macula and posterior pole,1.00
C0155772,Phlebitis and thrombophlebitis of iliac vein,ISA,C0265057,Thrombophlebitis of superficial veins of lower extremity,1.00
C0265057,Thrombophlebitis of superficial veins of lower extremity,ISA,C0031542,Phlebitis,1.00
C0018572,"Hand, Foot and Mouth Disease",ISA,C0042769,Virus Diseases,1.00
C0032238,"Pleurodynia, Epidemic",ISA,C0042769,Virus Diseases,1.00
C0019338,Herpangina,ISA,C0042769,Virus Diseases,1.00
C0023348,"Leprosy, Lepromatous",ISA,C0023343,Leprosy,1.00
C0080178,Spina Bifida,ISA,C0037928,Spinal Cord Diseases,1.00
C0037928,Spinal Cord Diseases,ISA,C0007682,CNS disorder,1.00
C0025958,Microcephaly,ISA,C0158538,Other congenital anomalies of nervous system,1.00
C0020255,Hydrocephalus,ISA,C0154671,Degenerative brain disorder,1.00
C0155583,Benign essential hypertension (disorder),ISA,C0085580,Essential Hypertension,1.00
C0002625,Amnestic Disorder,ISA,C0029227,"Delirium, Dementia, Amnestic, Cognitive Disorders",1.00
C0029227,"Delirium, Dementia, Amnestic, Cognitive Disorders",ISA,C0004936,Mental disorders,1.00
C0349464,Wernicke-Korsakoff Syndrome,ISA,C0011156,Deficiency Diseases,1.00
C0011156,Deficiency Diseases,ISA,C3714509,Nutrition Disorders,1.00
C0040630,Trans-sexualism with unspecified sexual history,ISA,C0236802,Gender identity disorder of childhood,1.00
C0236802,Gender identity disorder of childhood,ISA,C0004936,Mental disorders,1.00
C0549160,North Asian tick typhus,ISA,C0038041,Spotted fevers,1.00
C0156042,Acute gastrojejunal ulcer with hemorrhage,ISA,C0030920,Peptic Ulcer,1.00
C0006012,Borderline Personality Disorder,ISA,C0029707,Other personality disorders,1.00
C0011548,Dependent Personality Disorder,ISA,C0029707,Other personality disorders,1.00
C0009595,Obsessive-Compulsive Personality,ISA,C0029707,Other personality disorders,1.00
C0028768,Obsessive-Compulsive Disorder,ISA,C0154455,Other anxiety states,1.00
C0154455,Other anxiety states,ISA,C0029227,"Delirium, Dementia, Amnestic, Cognitive Disorders",1.00
C0026773,Multiple Personality Disorder,ISA,C0041857,unspecified nonpsychotic mental disorder,1.00
C0041857,unspecified nonpsychotic mental disorder,ISA,C0004936,Mental disorders,1.00
C0004936,Mental disorders,ISA,C0012634,Disease,1.00
C0036339,Schizoid Personality Disorder,ISA,C0029707,Other personality disorders,1.00
C0021122,"Disruptive, Impulse Control, and Conduct Disorders",ISA,C0004936,Mental disorders,1.00
C0030477,Paranoid Personality Disorder,ISA,C0029707,Other personality disorders,1.00
C0003431,Antisocial Personality Disorder,ISA,C0029707,Other personality disorders,1.00
C0007766,Intracranial Aneurysm,ISA,C0007774,Cerebral Arterial Diseases,1.00
C0007774,Cerebral Arterial Diseases,ISA,C0752138,Intracranial Arterial Diseases,1.00
C0040409,Tongue Diseases,ISA,C0026636,Mouth Diseases,1.00
C0038463,Strongyloidiasis,ISA,C0018889,Helminthiasis,1.00
C0155489,Cholesteatoma of attic,ISA,C0155490,Middle Ear Cholesteatoma,1.00
C0155490,Middle Ear Cholesteatoma,ISA,C0008373,Cholesteatoma,1.00
C0008373,Cholesteatoma,ISA,C0022593,Keratosis,1.00
C0027721,Lipoid nephrosis,ISA,C0017658,Glomerulonephritis,1.00
C0017658,Glomerulonephritis,ISA,C0027697,Nephritis,1.00
C0392550,"Hemiplegia, Infantile",ISA,C0007682,CNS disorder,1.00
C0156327,Acute salpingo-oophoritis,ISA,C0036133,Tubo-ovarian inflammatory disease,1.00
C0036133,Tubo-ovarian inflammatory disease,ISA,C0036130,Salpingitis,1.00
C0036130,Salpingitis,ISA,C0015556,Fallopian Tube Diseases,1.00
C0269038,Acute salpingitis,ISA,C0036130,Salpingitis,1.00
C0029051,Oophoritis,ISA,C0029928,Ovarian Diseases,1.00
C0029928,Ovarian Diseases,ISA,C0017411,Female Genital Diseases,1.00
C0017665,Membranous glomerulonephritis,ISA,C0017658,Glomerulonephritis,1.00
C0014761,"Erythroblastosis, Fetal",ISA,C0085576,Iron-Refractory Iron Deficiency Anemia,1.00
C0085576,Iron-Refractory Iron Deficiency Anemia,ISA,C0002871,Anemia,1.00
C0012624,Discitis,ISA,C0007302,Cartilage Diseases,1.00
C0007302,Cartilage Diseases,ISA,C0158073,Articular cartilage disorder,1.00
C0042370,Vascular abnormality of conjunctiva,ISA,C0009759,Conjunctival Diseases,1.00
C0002312,alpha-Thalassemia,ISA,C0039730,Thalassemia,1.00
C0751739,Basal Ganglia Cerebrovascular Disease,ISA,C0038454,Cerebrovascular accident,1.00
C0014077,"Leukoencephalitis, Acute Hemorrhagic",ISA,C0014059,"Encephalomyelitis, Acute Disseminated",1.00
C0014059,"Encephalomyelitis, Acute Disseminated",ISA,C0014070,Encephalomyelitis,1.00
C0271163,Incipient cataract,ISA,C0036646,Age-related cataract,1.00
C0036646,Age-related cataract,ISA,C0029531,Other cataract,1.00
C0023308,Lens Diseases,ISA,C0015397,Disorder of eye,1.00
C0156183,Anorectal stricture,ISA,C0003462,Anus Diseases,1.00
C0003462,Anus Diseases,ISA,C0034882,Rectal Diseases,1.00
C0155161,Pseudopterygium,ISA,C0155160,Conjunctival degeneration,1.00
C0152255,Pinguecula,ISA,C0155160,Conjunctival degeneration,1.00
C0010037,Corneal edema,ISA,C0010034,Corneal Diseases,1.00
C0155111,Bullous keratopathy,ISA,C0010037,Corneal edema,1.00
C0155110,Secondary corneal edema,ISA,C0010037,Corneal edema,1.00
C0155109,Idiopathic corneal edema,ISA,C0010037,Corneal edema,1.00
C0474442,Corneal edema due to wearing of contact lenses,ISA,C0010037,Corneal edema,1.00
C0341694,Chronic rapidly progressive glomerulonephritis,ISA,C0017658,Glomerulonephritis,1.00
C0236795,Dissociative Amnesia,ISA,C0041857,unspecified nonpsychotic mental disorder,1.00
C0683416,Depersonalization Disorder,ISA,C0041857,unspecified nonpsychotic mental disorder,1.00
C0015773,Felty Syndrome,ISA,C0039082,Syndrome,1.00
C0025048,Meconium Aspiration Syndrome,ISA,C0024115,Lung diseases,1.00
C0005695,Bladder Neoplasm,ISA,C0348371,"Malignant neoplasm of urinary organ, unspecified",1.00
C1333459,Esophageal Lymphoma,ISA,C0496775,Malignant neoplasm of abdominal part of esophagus,1.00
C0496775,Malignant neoplasm of abdominal part of esophagus,ISA,C0685938,Malignant neoplasm of gastrointestinal tract,1.00
C0032046,Placenta Previa,ISA,C1335423,Placental Non-Neoplastic Disorder,1.00
C1335423,Placental Non-Neoplastic Disorder,ISA,C0042131,Uterine Diseases,1.00
C0152018,Esophageal carcinoma,ISA,C0496775,Malignant neoplasm of abdominal part of esophagus,1.00
C0019575,Leech infestation,ISA,C0013578,Ectoparasitic Infestations,1.00
C0013578,Ectoparasitic Infestations,ISA,C0014238,Parasitic endophthalmitis,1.00
C1333460,Esophageal Melanoma,ISA,C0496775,Malignant neoplasm of abdominal part of esophagus,1.00
C0027030,Myiasis,ISA,C0013578,Ectoparasitic Infestations,1.00
C0008512,Chorioretinal scar,ISA,C0035309,Retinal Diseases,1.00
C0004045,Asphyxia Neonatorum,ISA,C0029582,Other respiratory system diseases,1.00
C0040830,Trench Fever,ISA,C0004771,Bartonella Infections,1.00
C0035597,Rickettsialpox,ISA,C0038041,Spotted fevers,1.00
C0311338,Fundus Albipunctatus,ISA,C0854723,Retinal Dystrophies,1.00
C0854723,Retinal Dystrophies,ISA,C0015397,Disorder of eye,1.00
C0020295,Hydronephrosis,ISA,C0178879,Urinary tract obstruction,1.00
C0178879,Urinary tract obstruction,ISA,C1335051,Non-Neoplastic Urinary System Disorder,1.00
C0040517,Gilles de la Tourette syndrome,ISA,C0040188,Tic disorder,1.00
C0154466,Psychologic dyspareunia,ISA,C0033951,Psychosexual dysfunction with other specified psychosexual dysfunctions,1.00
C0034103,Pulpitis,ISA,C0011405,Dental Pulp Diseases,1.00
C0011405,Dental Pulp Diseases,ISA,C0040435,Tooth Diseases,1.00
C0034152,Henoch-Schoenlein Purpura,ISA,C0151436,"Vasculitis, Leukocytoclastic, Cutaneous",1.00
C0151436,"Vasculitis, Leukocytoclastic, Cutaneous",ISA,C0020951,Immune Complex Diseases,1.00
C0235604,Qualitative platelet deficiency,ISA,C0005818,Blood Platelet Disorders,1.00
C0154301,Acquired thrombocytopenia,ISA,C0040034,Thrombocytopenia,1.00
C0040034,Thrombocytopenia,ISA,C0005818,Blood Platelet Disorders,1.00
C0155487,Discontinuity or dislocation of ear ossicles,ISA,C0013447,Ear Diseases,1.00
C0155231,Dislocation of lacrimal gland,ISA,C0022904,Lacrimal Apparatus Diseases,1.00
C1333466,sarcoma of esophagus,ISA,C0496775,Malignant neoplasm of abdominal part of esophagus,1.00
C0154968,Hypersecretion glaucoma,ISA,C0017601,Glaucoma,1.00
C1135189,aqueous misdirection,ISA,C0017601,Glaucoma,1.00
C0947622,Cholecystolithiasis,ISA,C0016977,Gall Bladder Diseases,1.00
C0162423,Miliaria Rubra,ISA,C0026113,Miliaria,1.00
C0026113,Miliaria,ISA,C0038986,Sweat Gland Diseases,1.00
C0020620,Hypohidrosis,ISA,C0038986,Sweat Gland Diseases,1.00
C0038986,Sweat Gland Diseases,ISA,C0037277,"Skin Diseases, Genetic",1.00
C0003028,Anhidrosis,ISA,C0038986,Sweat Gland Diseases,1.00
C0521648,Neonatal respiratory failure,ISA,C0264490,Acute respiratory failure,1.00
C0264490,Acute respiratory failure,ISA,C0024115,Lung diseases,1.00
C0155120,"Corneal Dystrophy, Band-Shaped",ISA,C0155118,Corneal degeneration,1.00
C0155118,Corneal degeneration,ISA,C0010034,Corneal Diseases,1.00
C0043037,Common wart,ISA,C0042769,Virus Diseases,1.00
C0554632,Anogenital human papillomavirus infection,ISA,C0042769,Virus Diseases,1.00
C0014306,Enophthalmos,ISA,C0029182,orbit (eye disorders),1.00
C0152197,Total internal ophthalmoplegia,ISA,C0034124,Pupil Disorders,1.00
C0034124,Pupil Disorders,ISA,C0015397,Disorder of eye,1.00
C0271446,Non-suppurative otitis media,ISA,C0029882,Otitis Media,1.00
C0155421,Chronic serous otitis media,ISA,C0271446,Non-suppurative otitis media,1.00
C0029668,Other mucopurulent conjunctivitis,ISA,C0009763,Conjunctivitis,1.00
C0009763,Conjunctivitis,ISA,C0009759,Conjunctival Diseases,1.00
C0034100,Pulp degeneration,ISA,C0011405,Dental Pulp Diseases,1.00
C0155144,Pseudomembranous conjunctivitis,ISA,C0029668,Other mucopurulent conjunctivitis,1.00
C0155817,Acute laryngopharyngitis,ISA,C0029581,Other disease of nasal cavity and sinuses,1.00
C0155142,"Serous conjunctivitis, except viral",ISA,C0029668,Other mucopurulent conjunctivitis,1.00
C0020626,Hypoparathyroidism,ISA,C0030517,Parathyroid Diseases,1.00
C0030517,Parathyroid Diseases,ISA,C0014130,Endocrine System Diseases,1.00
C0155792,"Esophageal varices in diseases classified elsewhere, with bleeding",ISA,C0155774,Other venous embolism & thrombosis,1.00
C1333147,Congenital T-Cell Immunodeficiency,ISA,C0021051,Immunologic Deficiency Syndromes,1.00
C0271846,Familial hyperparathyroidism,ISA,C0020502,Hyperparathyroidism,1.00
C0020502,Hyperparathyroidism,ISA,C0030517,Parathyroid Diseases,1.00
C0001309,Acute atopic conjunctivitis,ISA,C0009766,Allergic Conjunctivitis,1.00
C0009766,Allergic Conjunctivitis,ISA,C0155145,Chronic conjunctivitis,1.00
C0155145,Chronic conjunctivitis,ISA,C0009763,Conjunctivitis,1.00
C0029095,Opioid abuse,ISA,C0013146,Drug abuse,1.00
C0013146,Drug abuse,ISA,C0236969,Substance-Related Disorders,1.00
C0311251,Simple buphthalmos,ISA,C0020302,Hydrophthalmos,1.00
C1313983,Acute contagious conjunctivitis,ISA,C0029668,Other mucopurulent conjunctivitis,1.00
C0395849,Chronic tympanitis,ISA,C0041825,Disorder of tympanic membrane,1.00
C0041825,Disorder of tympanic membrane,ISA,C0271428,Disorder of middle ear,1.00
C0155143,Acute follicular conjunctivitis,ISA,C0029668,Other mucopurulent conjunctivitis,1.00
C0156164,Diverticulosis of small intestine with hemorrhage,ISA,C0021831,Intestinal Diseases,1.00
C0009765,"Conjunctivitis, Acute Hemorrhagic",ISA,C0042769,Virus Diseases,1.00
C0949691,Spondylarthropathies,ISA,C0157749,Arthropathy associated with infection,1.00
C0155256,Acute inflammation of orbit,ISA,C0029182,orbit (eye disorders),1.00
C0155257,Orbital periostitis,ISA,C0031111,Periostitis,1.00
C0031111,Periostitis,ISA,C0009782,Connective Tissue Diseases,1.00
C0155258,Orbital osteomyelitis,ISA,C0155256,Acute inflammation of orbit,1.00
C0155259,Tenonitis,ISA,C0155256,Acute inflammation of orbit,1.00
C0149507,Orbital Cellulitis,ISA,C0155256,Acute inflammation of orbit,1.00
C0155478,Adhesive middle ear disease,ISA,C0013447,Ear Diseases,1.00
C0496779,Malignant neoplasm of appendix,ISA,C0346627,Intestinal Cancer,1.00
C0003614,Appendiceal Neoplasms,ISA,C0021841,Intestinal Neoplasms,1.00
C1332328,Appendix Lymphoma,ISA,C0496779,Malignant neoplasm of appendix,1.00
C0272153,Neonatal polycythemia,ISA,C0032461,Polycythemia,1.00
C0158996,Anemia of prematurity,ISA,C0002891,"Anemia, Neonatal",1.00
C0002891,"Anemia, Neonatal",ISA,C0002871,Anemia,1.00
C0002871,Anemia,ISA,C0018939,Hematological Disease,1.00
C0158997,Transient neonatal neutropenia (disorder),ISA,C0027947,Neutropenia,1.00
C0027947,Neutropenia,ISA,C0001824,Agranulocytosis,1.00
C0158992,Disseminated intravascular coagulation in newborn,ISA,C0012739,Disseminated Intravascular Coagulation,1.00
C0012739,Disseminated Intravascular Coagulation,ISA,C0398623,Thrombophilia,1.00
C0042880,Vitamin K Deficiency,ISA,C0011156,Deficiency Diseases,1.00
C0031572,"Phobia, Social",ISA,C0349231,Phobic anxiety disorder,1.00
C0349231,Phobic anxiety disorder,ISA,C0154455,Other anxiety states,1.00
C0007361,Cat-Scratch Disease,ISA,C0004771,Bartonella Infections,1.00
C0034494,Rabies (disorder),ISA,C0042769,Virus Diseases,1.00
C0019101,Hemorrhagic Fever with Renal Syndrome,ISA,C0042769,Virus Diseases,1.00
C0152455,Keratomalacia,ISA,C0155118,Corneal degeneration,1.00
C0392492,Asymptomatic periapical periodontitis,ISA,C0031030,Periapical Periodontitis,1.00
C0031030,Periapical Periodontitis,ISA,C0031099,Periodontitis,1.00
C0342127,Toxic nodular goiter,ISA,C0020550,Hyperthyroidism,1.00
C0152131,Solar retinopathy,ISA,C0008512,Chorioretinal scar,1.00
C0154888,Peripheral scars,ISA,C0008512,Chorioretinal scar,1.00
C0040197,Tick Paralysis,ISA,C0040196,Tick Infestations,1.00
C0040196,Tick Infestations,ISA,C0013578,Ectoparasitic Infestations,1.00
C0155891,Air-conditioner and humidifier lung,ISA,C0002390,Extrinsic allergic alveolitis,1.00
C0002390,Extrinsic allergic alveolitis,ISA,C0206062,"Lung Diseases, Interstitial",1.00
C0032001,Pituitary Apoplexy,ISA,C0342405,Pituitary infarction,1.00
C0342405,Pituitary infarction,ISA,C0271558,Necrosis of pituitary,1.00
C0154834,Retinal Microaneurysm,ISA,C0154833,Retinal vascular disorder,1.00
C0155724,Occlusion and stenosis of vertebral artery,ISA,C0155727,Occlusion and stenosis of unspecified precerebral artery,1.00
C0155727,Occlusion and stenosis of unspecified precerebral artery,ISA,C0038454,Cerebrovascular accident,1.00
C0271558,Necrosis of pituitary,ISA,C0029493,Other and unspecified anterior pituitary hyperfunction,1.00
C0546996,Cutaneous schistosomiasis,ISA,C0029827,Other specified schistosomiasis,1.00
C0153270,"Infection by Histoplasma duboisii, without mention of manifestation",ISA,C0035288,"Reticuloendotheliosis, X-linked",1.00
C0153278,Histoplasmosis with retinitis,ISA,C0035333,Retinitis,1.00
C0035333,Retinitis,ISA,C0035309,Retinal Diseases,1.00
C0022810,Kyasanur Forest Disease,ISA,C0042769,Virus Diseases,1.00
C0036358,Schizophreniform Disorders,ISA,C0029516,Other and unspecified reactive psychosis,1.00
C0029516,Other and unspecified reactive psychosis,ISA,C0029227,"Delirium, Dementia, Amnestic, Cognitive Disorders",1.00
C0001860,Ainhum,ISA,C0009782,Connective Tissue Diseases,1.00
C0014733,Erysipelas,ISA,C0011603,Dermatitis,1.00
C0011603,Dermatitis,ISA,C0037277,"Skin Diseases, Genetic",1.00
C0036202,Sarcoidosis,ISA,C0021070,Immunoproliferative Disorders,1.00
C1535939,Pneumocystis jiroveci pneumonia,ISA,C0029119,Opportunistic mycosis,1.00
C1456173,severe gingival recession,ISA,C0017563,Gingival Diseases,1.00
C0017563,Gingival Diseases,ISA,C0031090,Periodontal Diseases,1.00
C0003742,Arcus Senilis,ISA,C0155118,Corneal degeneration,1.00
C0036412,Scleral Diseases,ISA,C0015397,Disorder of eye,1.00
C0156273,Bladder Diverticulum,ISA,C0005686,Urinary Bladder Diseases,1.00
C0005686,Urinary Bladder Diseases,ISA,C1335051,Non-Neoplastic Urinary System Disorder,1.00
C0156265,Calculus in diverticulum of bladder,ISA,C0005683,Urinary Bladder Calculi (disorder),1.00
C0005683,Urinary Bladder Calculi (disorder),ISA,C0156264,Calculus of lower urinary tract,1.00
C0156264,Calculus of lower urinary tract,ISA,C1335051,Non-Neoplastic Urinary System Disorder,1.00
C0030372,Phlebotomus Fever,ISA,C0042769,Virus Diseases,1.00
